date,grade,province,city,confirmedIncr,curedIncr,deadIncr,confirmedCut,curedCut,deadCut
3-11,city,湖南,湘西自治州,,,,,,
3-11,province,湖南,,,3,,,,
3-11,city,江西,南昌,,1,,,,
3-11,city,江西,景德镇,,,,,,
3-11,city,江西,萍乡,,,,,,
3-11,city,江西,九江,,1,,,,
3-11,city,江西,新余,,,,,,
3-11,city,江西,鹰潭,,,,,,
3-11,city,江西,赣州,,,,,,
3-11,city,江西,吉安,,,,,,
3-11,city,江西,宜春,,,,,,
3-11,city,江西,抚州,,,,,,
3-11,city,江西,上饶,,,,,,
3-11,city,江西,赣江新区,,,,,,
3-11,province,江西,,,2,,,,
3-11,city,黑龙江,哈尔滨,,3,,,,
3-11,city,黑龙江,齐齐哈尔,,,,,,
3-11,city,黑龙江,鸡西,,1,,,,
3-11,city,黑龙江,鹤岗,,,,,,
3-11,city,黑龙江,双鸭山,,1,,,,
3-11,city,黑龙江,大庆,,,,,,
3-11,city,黑龙江,伊春,,,,,,
3-11,city,黑龙江,佳木斯,,,,,,
3-11,city,黑龙江,七台河,,,,,,
3-11,city,黑龙江,牡丹江,,,,,,
3-11,city,黑龙江,黑河,,,,,,
3-11,city,黑龙江,绥化,,,,,,
3-11,city,黑龙江,大兴安岭,,,,,,
3-11,province,黑龙江,,,5,,,,
3-11,city,吉林,长春,,,,,,
3-11,city,吉林,吉林,,,,,,
3-11,city,吉林,四平,,,,,,
3-11,city,吉林,辽源,,,,,,
3-11,city,吉林,通化,,,,,,
3-11,city,吉林,白山,,,,,,
3-11,city,吉林,松原,,,,,,
3-11,city,吉林,白城,,,,,,
3-11,city,吉林,延边,,,,,,
3-11,province,吉林,,,,,,,
3-11,city,辽宁,沈阳,,,,,,
3-11,city,辽宁,大连,,,,,,
3-11,city,辽宁,鞍山,,,,,,
3-11,city,辽宁,抚顺,,,,,,
3-11,city,辽宁,本溪,,,,,,
3-11,city,辽宁,丹东,,,,,,
3-11,city,辽宁,锦州,,,,,,
3-11,city,辽宁,营口,,,,,,
3-11,city,辽宁,阜新,,,,,,
3-11,city,辽宁,辽阳,,,,,,
3-11,city,辽宁,盘锦,,,,,,
3-11,city,辽宁,铁岭,,,,,,
3-11,city,辽宁,朝阳市,,,,,,
3-11,city,辽宁,葫芦岛,,,,,,
3-11,province,辽宁,,,,,,,
3-11,city,广西,南宁,,,,,,
3-11,city,广西,柳州,,1,,,,
3-11,city,广西,桂林,,,,,,
3-11,city,广西,梧州,,,,,,
3-11,city,广西,北海,,1,,,,
3-11,city,广西,防城港,,,,,,
3-11,city,广西,钦州,,,,,,
3-11,city,广西,贵港,,,,,,
3-11,city,广西,玉林,,,,,,
3-11,city,广西,百色,,,,,,
3-11,city,广西,贺州,,,,,,
3-11,city,广西,河池,,2,,,,
3-11,city,广西,来宾,,,,,,
3-11,province,广西,,,4,,,,
3-11,city,贵州,贵阳,,1,,,,
3-11,city,贵州,六盘水,,,,,,
3-11,city,贵州,铜仁,,,,,,
3-11,city,贵州,黔东南州,,,,,,
3-11,city,贵州,遵义,,2,,,,
3-11,city,贵州,安顺,,,,,,
3-11,city,贵州,黔南州,,1,,,,
3-11,city,贵州,毕节,,,,,,
3-11,city,贵州,黔西南州,,,,,,
3-11,province,贵州,,,4,,,,
3-11,city,湖北,武汉,8,1053,7,,,
3-11,city,湖北,孝感,,30,,,,
3-11,city,湖北,黄冈,,21,,,,
3-11,city,湖北,随州,,16,1,,,
3-11,city,湖北,荆州,,10,,,,
3-11,city,湖北,襄阳,,11,,,,
3-11,city,湖北,黄石,,4,,,,
3-11,city,湖北,宜昌,,34,1,,,
3-11,city,湖北,荆门,,17,,,,
3-11,city,湖北,鄂州,,34,1,,,
3-11,city,湖北,咸宁,,,,,,
3-11,city,湖北,十堰,,10,,,,
3-11,city,湖北,仙桃,,,,,,
3-11,city,湖北,天门,,1,,,,
3-11,city,湖北,恩施州,,,,,,
3-11,city,湖北,潜江,,1,,,,
3-11,city,湖北,神农架,,,,,,
3-11,city,湖北,监狱系统,,,,,,
3-11,city,湖北,地区待确认,,,,,,
3-11,province,湖北,,8,1242,10,,,
3-12,city,山东,济南,,,,,,
3-12,city,山东,青岛,,,,,,
3-12,city,山东,淄博,,,,,,
3-12,city,山东,枣庄,,,,,,
3-12,city,山东,东营,,,,,,
3-12,city,山东,烟台,,,,,,
3-12,city,山东,潍坊,,,,,,
3-12,city,山东,济宁,,5,,,,
3-12,city,山东,泰安,,,,,,
3-12,city,山东,威海,,1,1,,,
3-12,city,山东,照,,,,,,
3-12,city,山东,临沂,,,,,,
3-12,city,山东,德州,,,,,,
3-12,city,山东,聊城,,,,,,
3-12,city,山东,滨州,,,,,,
3-12,city,山东,菏泽,,,,,,
3-12,city,山东,任城监狱,,,,,,
3-12,city,山东,境外输入,,,,,,
3-12,province,山东,,,6,1,,,
3-12,city,宁夏,银川,,,,,,
3-12,city,宁夏,吴忠,,,,,,
3-12,city,宁夏,固原,,,,,,
3-12,city,宁夏,中卫,,,,,,
3-12,city,宁夏,宁东,,,,,,
3-12,city,宁夏,石嘴山,,,,,,
3-12,city,宁夏,境外输入,,,,,,
3-12,province,宁夏,,,,,,,
3-12,city,广西,南宁,,,,,,
3-12,city,广西,柳州,,,,,,
3-12,city,广西,桂林,,,,,,
3-12,city,广西,梧州,,,,,,
3-12,city,广西,北海,,,,,,
3-12,city,广西,防城港,,1,,,,
3-12,city,广西,钦州,,,,,,
3-12,city,广西,贵港,,,,,,
3-12,city,广西,玉林,,,,,,
3-12,city,广西,百色,,,,,,
3-12,city,广西,贺州,,,,,,
3-12,city,广西,河池,,1,,,,
3-12,city,广西,来宾,,,,,,
3-12,province,广西,,,2,,,,
3-12,city,贵州,贵阳,,1,,,,
3-12,city,贵州,六盘水,,,,,,
3-12,city,贵州,铜仁,,,,,,
3-12,city,贵州,黔东南州,,,,,,
3-12,city,贵州,遵义,,,,,,
3-12,city,贵州,安顺,,,,,,
3-12,city,贵州,黔南州,,,,,,
3-12,city,贵州,毕节,,2,,,,
3-12,city,贵州,黔西南州,,,,,,
3-12,province,贵州,,,3,,,,
3-12,city,江苏,南京,,,,,,
3-12,city,江苏,无锡,,1,,,,
3-12,city,江苏,徐州,,1,,,,
3-12,city,江苏,常州,,,,,,
3-12,city,江苏,苏州,,,,,,
3-12,city,江苏,南通,,,,,,
3-12,city,江苏,连云港,,,,,,
3-12,city,江苏,淮安,,,,,,
3-12,city,江苏,盐城,,,,,,
3-12,city,江苏,扬州,,,,,,
3-12,city,江苏,镇江,,,,,,
3-12,city,江苏,泰州,,,,,,
3-12,city,江苏,宿迁,,,,,,
3-12,city,江苏,地区待确认,,,,,,
3-12,province,江苏,,,2,,,,
3-12,city,新疆,乌鲁木齐,,,,,,
3-12,city,新疆,伊犁州,,,,,,
3-12,city,新疆,昌吉州,,,,,,
3-12,city,新疆,巴州,,,,,,
3-12,city,新疆,阿克苏,,,,,,
3-12,city,新疆,吐鲁番,,,,,,
3-12,city,新疆,兵团第四师,,,,,,
3-12,city,新疆,兵团第六师,,,,,,
3-12,city,新疆,兵团第七师,,,,,,
3-12,city,新疆,兵团第八师,,,,,,
3-12,city,新疆,兵团第九师,,,,,,
3-12,city,新疆,兵团第十二师,,,,,,
3-12,province,新疆,,0,0,0,0,,
3-12,city,广东,深圳,,,,,,
3-12,city,广东,广州,,4,,,,
3-12,city,广东,珠海,,,,,,
3-12,city,广东,佛山,,,,,,
3-12,city,广东,东莞,,,,,,
3-12,city,广东,中山,,,,,,
3-12,city,广东,惠州,,,,,,
3-12,city,广东,汕头,,,,,,
3-12,city,广东,江门,,,,,,
3-12,city,广东,湛江,,,,,,
3-12,city,广东,肇庆,,,,,,
3-12,city,广东,梅州,,1,,,,
3-12,city,广东,阳江,,,,,,
3-12,city,广东,茂名,,,,,,
3-12,city,广东,清远,,,,,,
3-12,city,广东,韶关,,,,,,
3-12,city,广东,揭阳,,,,,,
3-12,city,广东,汕尾,,,,,,
3-12,city,广东,潮州,,,,,,
3-12,city,广东,河源,,,,,,
3-12,city,广东,境外输入,,,,,,
3-12,city,广东,境外输入,,,,,,
3-12,city,广东,境外输入,,,,,,
3-12,city,广东,地区待确认,,3,,,,
3-12,city,广东,地区待确认,,,,,,
3-12,province,广东,,,8,,,,
3-12,city,河北,沧州,,,,,,
3-12,city,河北,唐山,,,,,,
3-12,city,河北,张家口,,3,,,,
3-12,city,河北,保定,,,,,,
3-12,city,河北,邯郸,,,,,,
3-12,city,河北,廊坊,,,,,,
3-12,city,河北,石家庄,,,,,,
3-12,city,河北,邢台,,,,,,
3-12,city,河北,秦皇岛,,,,,,
3-12,city,河北,衡水,,,,,,
3-12,city,河北,承德,,,,,,
3-12,city,河北,地区待确认,,,,,,
3-12,province,河北,,,3,,,,
3-12,city,河南,信阳,,,,,,
3-12,city,河南,南阳,,,,,,
3-12,city,河南,郑州,,,,,,
3-12,city,河南,驻马店,,,,,,
3-12,city,河南,商丘,,,,,,
3-12,city,河南,周口,,,,,,
3-12,city,河南,平顶山,,,,,,
3-12,city,河南,新乡,,,,,,
3-12,city,河南,安阳,,,,,,
3-12,city,河南,许昌,,,,,,
3-12,city,河南,漯河,,,,,,
3-12,city,河南,洛阳,,,,,,
3-12,city,河南,焦作,,,,,,
3-12,city,河南,开封,,,,,,
3-12,city,河南,鹤壁,,,,,,
3-12,city,河南,濮阳,,,,,,
3-12,city,河南,三门峡,,,,,,
3-12,city,河南,济源示范区,,,,,,
3-12,city,河南,地区待确认,,,,,,
3-12,city,河南,境外输入,,,,,,
3-12,province,河南,,,,,,,
3-12,city,四川,成都,,2,,,,
3-12,city,四川,自贡,,,,,,
3-12,city,四川,攀枝花,,,,,,
3-12,city,四川,泸州,,,,,,
3-12,city,四川,德阳,,,,,,
3-12,city,四川,绵阳,,,,,,
3-12,city,四川,广元,,,,,,
3-12,city,四川,遂宁,,,,,,
3-12,city,四川,内江,,,,,,
3-12,city,四川,乐山,,,,,,
3-12,city,四川,南充,,,,,,
3-12,city,四川,宜宾,,,,,,
3-12,city,四川,广安,,1,,,,
3-12,city,四川,达州,,,,,,
3-12,city,四川,巴中,,,,,,
3-12,city,四川,雅安,,,,,,
3-12,city,四川,眉山,,,,,,
3-12,city,四川,资阳,,1,,,,
3-12,city,四川,阿坝,,,,,,
3-12,city,四川,甘孜,,2,,,,
3-12,city,四川,凉山,,,,,,
3-12,province,四川,,,6,,,,
3-12,city,重庆,万州区,,,,,,
3-12,city,重庆,黔江区,,,,,,
3-12,city,重庆,涪陵区,,,,,,
3-12,city,重庆,渝中区,,,,,,
3-12,city,重庆,大渡口区,,,,,,
3-12,city,重庆,江北区,,1,,,,
3-12,city,重庆,沙坪坝区,,1,,,,
3-12,city,重庆,九龙坡区,,2,,,,
3-12,city,重庆,南岸区,,1,,,,
3-12,city,重庆,北碚区,,,,,,
3-12,city,重庆,渝北区,,,,,,
3-12,city,重庆,巴南区,,,,,,
3-12,city,重庆,长寿区,,,,,,
3-12,city,重庆,江津区,,,,,,
3-12,city,重庆,合川区,,,,,,
3-12,city,重庆,永川区,,,,,,
3-12,city,重庆,南川区,,,,,,
3-12,city,重庆,綦江区,,1,,,,
3-12,city,重庆,大足区,,,,,,
3-12,city,重庆,璧山区,,,,,,
3-12,city,重庆,铜梁区,,1,,,,
3-12,city,重庆,潼南区,,1,,,,
3-12,city,重庆,荣昌区,,,,,,
3-12,city,重庆,开州区,,,,,,
3-12,city,重庆,梁平区,,,,,,
3-12,city,重庆,武隆区,,,,,,
3-12,city,重庆,城口县,,,,,,
3-12,city,重庆,丰都县,,2,,,,
3-12,city,重庆,垫江县,,,,,,
3-12,city,重庆,忠县,,,,,,
3-12,city,重庆,云阳县,,,,,,
3-12,city,重庆,奉节县,,,,,,
3-12,city,重庆,巫山县,,,,,,
3-12,city,重庆,巫溪县,,,,,,
3-12,city,重庆,石柱县,,,,,,
3-12,city,重庆,秀山县,,,,,,
3-12,city,重庆,酉阳县,,,,,,
3-12,city,重庆,彭水县,,,,,,
3-12,city,重庆,两江新区,,,,,,
3-12,city,重庆,高新区,,,,,,
3-12,city,重庆,万盛经开区,,,,,,
3-12,province,重庆,,,10,,,,
3-12,city,内蒙古,通辽,,,,,,
3-12,city,内蒙古,鄂尔多斯,,,,,,
3-12,city,内蒙古,包头,,,,,,
3-12,city,内蒙古,赤峰,,,,,,
3-12,city,内蒙古,巴彦淖尔,,,,,,
3-12,city,内蒙古,锡林郭勒,,,,,,
3-12,city,内蒙古,呼和浩特,,,,,,
3-12,city,内蒙古,呼伦贝尔,,,,,,
3-12,city,内蒙古,乌兰察布,,,,,,
3-12,city,内蒙古,兴安盟,,,,,,
3-12,city,内蒙古,乌海,,,,,,
3-12,province,内蒙古,,,,,,,
3-12,city,西藏,拉萨,,,,,,
3-12,province,西藏,,,,,,,
3-12,city,陕西,西安,,,,,,
3-12,city,陕西,宝鸡,,,,,,
3-12,city,陕西,咸阳,,,,,,
3-12,city,陕西,铜川,,,,,,
3-12,city,陕西,渭南,,,,,,
3-12,city,陕西,延安,,,,,,
3-12,city,陕西,榆林,,,,,,
3-12,city,陕西,汉中,,,,,,
3-12,city,陕西,安康,,,,,,
3-12,city,陕西,商洛,,,,,,
3-12,city,陕西,地区待确认,,,,,,
3-12,province,陕西,,,,,,,
3-12,city,湖南,长沙,,4,,,,
3-12,city,湖南,株洲,,1,,,,
3-12,city,湖南,湘潭,,,,,,
3-12,city,湖南,衡阳,,,,,,
3-12,city,湖南,邵阳,,,,,,
3-12,city,湖南,岳阳,,,,,,
3-12,city,湖南,常德,,,,,,
3-12,city,湖南,张家界,,,,,,
3-12,city,湖南,益阳,,,,,,
3-12,city,湖南,郴州,,,,,,
3-12,city,湖南,永州,,,,,,
3-12,city,湖南,怀化,,,,,,
3-12,city,湖南,娄底,,1,,,,
3-12,city,湖南,湘西自治州,,,,,,
3-12,province,湖南,,,6,,,,
3-12,city,黑龙江,哈尔滨,,4,,,,
3-12,city,黑龙江,齐齐哈尔,,,,,,
3-12,city,黑龙江,鸡西,,1,,,,
3-12,city,黑龙江,鹤岗,,,,,,
3-12,city,黑龙江,双鸭山,,,,,,
3-12,city,黑龙江,大庆,,,,,,
3-12,city,黑龙江,伊春,,,,,,
3-12,city,黑龙江,佳木斯,,,,,,
3-12,city,黑龙江,七台河,,,,,,
3-12,city,黑龙江,牡丹江,,,,,,
3-12,city,黑龙江,黑河,,,,,,
3-12,city,黑龙江,绥化,,1,,,,
3-12,city,黑龙江,大兴安岭,,,,,,
3-12,province,黑龙江,,,6,,,,
3-12,city,吉林,长春,,,,,,
3-12,city,吉林,吉林,,,,,,
3-12,city,吉林,四平,,,,,,
3-12,city,吉林,辽源,,,,,,
3-12,city,吉林,通化,,,,,,
3-12,city,吉林,白山,,,,,,
3-12,city,吉林,松原,,,,,,
3-12,city,吉林,白城,,,,,,
3-12,city,吉林,延边,,,,,,
3-12,province,吉林,,,,,,,
3-12,city,上海,外地来沪,,,,,,
3-12,city,上海,徐汇,,,,,,
3-12,city,上海,浦东,,,,,,
3-12,city,上海,宝山,,,,,,
3-12,city,上海,闵行,,,,,,
3-12,city,上海,静安,,1,,,,
3-12,city,上海,松江,,,,,,
3-12,city,上海,长宁,,,,,,
3-12,city,上海,普陀,,,,,,
3-12,city,上海,杨浦,,,,,,
3-12,city,上海,嘉定,,,,,,
3-12,city,上海,奉贤,,,,,,
3-12,city,上海,虹口,,,,,,
3-12,city,上海,黄浦,,,,,,
3-12,city,上海,青浦,,,,,,
3-12,city,上海,金山,,,,,,
3-12,city,上海,崇明,,,,,,
3-12,city,上海,地区待确认,,,,,,
3-12,city,上海,境外输入,2,,,,,
3-12,province,上海,,2,1,,,,
3-12,city,辽宁,沈阳,,,,,,
3-12,city,辽宁,大连,,,,,,
3-12,city,辽宁,鞍山,,,,,,
3-12,city,辽宁,抚顺,,,,,,
3-12,city,辽宁,本溪,,,,,,
3-12,city,辽宁,丹东,,,,,,
3-12,city,辽宁,锦州,,,,,,
3-12,city,辽宁,营口,,,,,,
3-12,city,辽宁,阜新,,,,,,
3-12,city,辽宁,辽阳,,,,,,
3-12,city,辽宁,盘锦,,,,,,
3-12,city,辽宁,铁岭,,1,,,,
3-12,city,辽宁,朝阳市,,,,,,
3-12,city,辽宁,葫芦岛,,,,,,
3-12,province,辽宁,,,1,,,,
3-12,city,甘肃,兰州,,,,,,
3-12,city,甘肃,嘉峪关,,,,,,
3-12,city,甘肃,金昌,,,,,,
3-12,city,甘肃,白银,,,,,,
3-12,city,甘肃,天水,,,,,,
3-12,city,甘肃,武威,,,,,,
3-12,city,甘肃,张掖,,,,,,
3-12,city,甘肃,平凉,,,,,,
3-12,city,甘肃,酒泉,,,,,,
3-12,city,甘肃,庆阳,,,,,,
3-12,city,甘肃,定西,,,,,,
3-12,city,甘肃,陇南,,,,,,
3-12,city,甘肃,临夏,,,,,,
3-12,city,甘肃,甘南州,,,,,,
3-12,city,甘肃,地区待确认,,,,,,
3-12,city,甘肃,境外输入,,,,,,
3-12,province,甘肃,,,,,,,
3-12,city,山西,太原,,,,,,
3-12,city,山西,大同,,1,,,,
3-12,city,山西,阳泉,,,,,,
3-12,city,山西,长治,,,,,,
3-12,city,山西,晋城,,,,,,
3-12,city,山西,朔州,,,,,,
3-12,city,山西,晋中,,,,,,
3-12,city,山西,运城,,,,,,
3-12,city,山西,忻州,,,,,,
3-12,city,山西,临汾,,,,,,
3-12,city,山西,吕梁,,,,,,
3-12,city,山西,地区待确认,,,,,,
3-12,province,山西,,,1,,,,
3-12,city,天津,宝坻区,,,,,,
3-12,city,天津,河东区,,,,,,
3-12,city,天津,河北区,,,,,,
3-12,city,天津,和平区,,,,,,
3-12,city,天津,河西区,,,,,,
3-12,city,天津,宁河区,,,,,,
3-12,city,天津,东丽区,,,,,,
3-12,city,天津,西青区,,,,,,
3-12,city,天津,南开区,,,,,,
3-12,city,天津,滨海新区,,,,,,
3-12,city,天津,红桥区,,,,,,
3-12,city,天津,津南区,,,,,,
3-12,city,天津,北辰区,,,,,,
3-12,city,天津,武清区,,,,,,
3-12,city,天津,外地来津,,,,,,
3-12,province,天津,,,,,,,
3-12,city,浙江,杭州,,,,,,
3-12,city,浙江,宁波,,,,,,
3-12,city,浙江,温州,,,,,,
3-12,city,浙江,湖州,,,,,,
3-12,city,浙江,嘉兴,,,,,,
3-12,city,浙江,绍兴,,,,,,
3-12,city,浙江,金华,,,,,,
3-12,city,浙江,衢州,,,,,,
3-12,city,浙江,舟山,,,,,,
3-12,city,浙江,台州,,,,,,
3-12,city,浙江,丽水,,,,,,
3-12,city,浙江,省十里丰监狱,,,,,,
3-12,city,浙江,境外输入,,,,,,
3-12,province,浙江,,,,,,,
3-12,city,湖北,武汉,5,1103,6,,,
3-12,city,湖北,孝感,,25,,,,
3-12,city,湖北,黄冈,,15,,,,
3-12,city,湖北,随州,,14,,,,
3-12,city,湖北,荆州,,12,,,,
3-12,city,湖北,襄阳,,7,,,,
3-12,city,湖北,黄石,,17,,,,
3-12,city,湖北,宜昌,,13,,,,
3-12,city,湖北,荆门,,5,,,,
3-12,city,湖北,鄂州,,23,,,,
3-12,city,湖北,咸宁,,4,,,,
3-12,city,湖北,十堰,,12,,,,
3-12,city,湖北,仙桃,,,,,,
3-12,city,湖北,天门,,2,,,,
3-12,city,湖北,恩施州,,1,,,,
3-12,city,湖北,潜江,,2,,,,
3-12,city,湖北,神农架,,,,,,
3-12,city,湖北,监狱系统,,,,,,
3-12,city,湖北,地区待确认,,,,,,
3-12,province,湖北,,5,1255,6,,,
3-12,city,香港,香港,2,8,,,,
3-12,province,香港,,2,8,,,,
3-12,city,台湾,台湾,1,3,,,,
3-12,province,台湾,,1,3,,,,
3-12,country,,,8,1318,7,12,,
3-12,city,北京,东城,,,,,,
3-12,city,北京,西城,,,,,,
3-12,city,北京,朝阳,,,,,,
3-12,city,北京,丰台,,,,,,
3-12,city,北京,石景山,,,,,,
3-12,city,北京,海淀,,,,,,
3-12,city,北京,门头沟,,,,,,
3-12,city,北京,房山,,,,,,
3-12,city,北京,通州,,,,,,
3-12,city,北京,顺义,,,,,,
3-12,city,北京,昌平,,,,,,
3-12,city,北京,大兴,,,,,,
3-12,city,北京,怀柔,,,,,,
3-12,city,北京,平谷,,,,,,
3-12,city,北京,密云,,,,,,
3-12,city,北京,延庆,,,,,,
3-12,city,北京,外地来京,,,,,,
3-12,city,北京,境外输入,1,,,,,
3-12,city,北京,地区待确认,,8,,,,
3-12,province,北京,,1,8,,,,
3-13,city,山东,济南,,,,,,
3-13,city,山东,青岛,,,,,,
3-13,city,山东,淄博,,,,,,
3-13,city,山东,枣庄,,,,,,
3-13,city,山东,东营,,,,,,
3-13,city,山东,烟台,,,,,,
3-13,city,山东,潍坊,,,,,,
3-13,city,山东,济宁,,1,,,,
3-13,city,山东,泰安,,,,,,
3-13,city,山东,威海,,,,,,
3-13,city,山东,照,,,,,,
3-13,city,山东,临沂,,,,,,
3-13,city,山东,德州,,,,,,
3-13,city,山东,聊城,,,,,,
3-13,city,山东,滨州,,,,,,
3-13,city,山东,菏泽,,,,,,
3-13,city,山东,任城监狱,,,,,,
3-13,city,山东,境外输入,,,,,,
3-13,province,山东,,,1,,,,
3-13,city,宁夏,银川,,,,,,
3-13,city,宁夏,吴忠,,,,,,
3-13,city,宁夏,固原,,,,,,
3-13,city,宁夏,中卫,,,,,,
3-13,city,宁夏,宁东,,,,,,
3-13,city,宁夏,石嘴山,,,,,,
3-13,city,宁夏,境外输入,,,,,,
3-13,province,宁夏,,,,,,,
3-13,city,甘肃,兰州,,,,,,
3-13,city,甘肃,嘉峪关,,,,,,
3-13,city,甘肃,金昌,,,,,,
3-13,city,甘肃,白银,,,,,,
3-13,city,甘肃,天水,,,,,,
3-13,city,甘肃,武威,,,,,,
3-13,city,甘肃,张掖,,,,,,
3-13,city,甘肃,平凉,,,,,,
3-13,city,甘肃,酒泉,,,,,,
3-13,city,甘肃,庆阳,,,,,,
3-13,city,甘肃,定西,,,,,,
3-13,city,甘肃,陇南,,,,,,
3-13,city,甘肃,临夏,,,,,,
3-13,city,甘肃,甘南州,,,,,,
3-13,city,甘肃,地区待确认,,,,,,
3-13,city,甘肃,境外输入,2,1,,,,
3-13,province,甘肃,,2,1,,,,
3-13,city,山西,太原,,,,,,
3-13,city,山西,大同,,,,,,
3-13,city,山西,阳泉,,,,,,
3-13,city,山西,长治,,,,,,
3-13,city,山西,晋城,,,,,,
3-13,city,山西,朔州,,,,,,
3-13,city,山西,晋中,,1,,,,
3-13,city,山西,运城,,,,,,
3-13,city,山西,忻州,,,,,,
3-13,city,山西,临汾,,,,,,
3-13,city,山西,吕梁,,,,,,
3-13,city,山西,地区待确认,,,,,,
3-13,province,山西,,,1,,,,
3-13,city,河北,沧州,,,,,,
3-13,city,河北,唐山,,,,,,
3-13,city,河北,张家口,,,,,,
3-13,city,河北,保定,,,,,,
3-13,city,河北,邯郸,,,,,,
3-13,city,河北,廊坊,,,,,,
3-13,city,河北,石家庄,,,,,,
3-13,city,河北,邢台,,,,,,
3-13,city,河北,秦皇岛,,,,,,
3-13,city,河北,衡水,,,,,,
3-13,city,河北,承德,,,,,,
3-13,city,河北,地区待确认,,,,,,
3-13,province,河北,,,,,,,
3-13,city,河南,信阳,,,,,,
3-13,city,河南,南阳,,,,,,
3-13,city,河南,郑州,,,,,,
3-13,city,河南,驻马店,,,,,,
3-13,city,河南,商丘,,,,,,
3-13,city,河南,周口,,,,,,
3-13,city,河南,平顶山,,,,,,
3-13,city,河南,新乡,,,,,,
3-13,city,河南,安阳,,,,,,
3-13,city,河南,许昌,,,,,,
3-13,city,河南,漯河,,,,,,
3-13,city,河南,洛阳,,,,,,
3-13,city,河南,焦作,,,,,,
3-13,city,河南,开封,,,,,,
3-13,city,河南,鹤壁,,,,,,
3-13,city,河南,濮阳,,,,,,
3-13,city,河南,三门峡,,,,,,
3-13,city,河南,济源示范区,,,,,,
3-13,city,河南,地区待确认,,,,,,
3-13,city,河南,境外输入,,,,,,
3-13,province,河南,,,,,,,
3-13,city,上海,外地来沪,,2,,,,
3-13,city,上海,徐汇,,,,,,
3-13,city,上海,浦东,,1,,,,
3-13,city,上海,宝山,,,,,,
3-13,city,上海,闵行,,,,,,
3-13,city,上海,静安,,,,,,
3-13,city,上海,松江,,,,,,
3-13,city,上海,长宁,,,,,,
3-13,city,上海,普陀,,,,,,
3-13,city,上海,杨浦,,,,,,
3-13,city,上海,嘉定,,,,,,
3-13,city,上海,奉贤,,,,,,
3-13,city,上海,虹口,,,,,,
3-13,city,上海,黄浦,,,,,,
3-13,city,上海,青浦,,,,,,
3-13,city,上海,金山,,,,,,
3-13,city,上海,崇明,,,,,,
3-13,city,上海,地区待确认,,,,,,
3-13,city,上海,境外输入,4,,,,,
3-13,province,上海,,4,3,,,,
3-13,city,浙江,杭州,,,,12,,
3-13,city,浙江,宁波,,,,,,
3-13,city,浙江,温州,,,,,,
3-13,city,浙江,湖州,,,,,,
3-13,city,浙江,嘉兴,,1,,,,
3-13,city,浙江,绍兴,,,,,,
3-13,city,浙江,金华,,,,,,
3-13,city,浙江,衢州,,,,,,
3-13,city,浙江,舟山,,,,,,
3-13,city,浙江,台州,,,,,,
3-13,city,浙江,丽水,,,,,,
3-13,city,浙江,省十里丰监狱,,,,,,
3-13,city,浙江,境外输入,,1,,,,
3-13,province,浙江,,,2,,12,,
3-13,city,广西,南宁,,,,,,
3-13,city,广西,柳州,,,,,,
3-13,city,广西,桂林,,,,,,
3-13,city,广西,梧州,,,,,,
3-13,city,广西,北海,,,,,,
3-13,city,广西,防城港,,,,,,
3-13,city,广西,钦州,,,,,,
3-13,city,广西,贵港,,,,,,
3-13,city,广西,玉林,,,,,,
3-13,city,广西,百色,,,,,,
3-13,city,广西,贺州,,,,,,
3-13,city,广西,河池,,,,,,
3-13,city,广西,来宾,,,,,,
3-13,province,广西,,,,,,,
3-13,city,贵州,贵阳,,1,,,,
3-13,city,贵州,六盘水,,1,,,,
3-13,city,贵州,铜仁,,,,,,
3-13,city,贵州,黔东南州,,,,,,
3-13,city,贵州,遵义,,1,,,,
3-13,city,贵州,安顺,,,,,,
3-13,city,贵州,黔南州,,,,,,
3-13,city,贵州,毕节,,,,,,
3-13,city,贵州,黔西南州,,,,,,
3-13,province,贵州,,,3,,,,
3-13,city,新疆,乌鲁木齐,,,,,,
3-13,city,新疆,伊犁州,,,,,,
3-13,city,新疆,昌吉州,,,,,,
3-13,city,新疆,巴州,,,,,,
3-13,city,新疆,阿克苏,,,,,,
3-13,city,新疆,吐鲁番,,,,,,
3-13,city,新疆,兵团第四师,,,,,,
3-13,city,新疆,兵团第六师,,,,,,
3-13,city,新疆,兵团第七师,,,,,,
3-13,city,新疆,兵团第八师,,,,,,
3-13,city,新疆,兵团第九师,,,,,,
3-13,city,新疆,兵团第十二师,,,,,,
3-13,province,新疆,,0,0,0,0,,
3-13,city,江苏,南京,,,,,,
3-13,city,江苏,无锡,,,,,,
3-13,city,江苏,徐州,,,,,,
3-13,city,江苏,常州,,,,,,
3-13,city,江苏,苏州,,,,,,
3-13,city,江苏,南通,,,,,,
3-13,city,江苏,连云港,,,,,,
3-13,city,江苏,淮安,,,,,,
3-13,city,江苏,盐城,,,,,,
3-13,city,江苏,扬州,,,,,,
3-13,city,江苏,镇江,,,,,,
3-13,city,江苏,泰州,,,,,,
3-13,city,江苏,宿迁,,,,,,
3-13,city,江苏,地区待确认,,,,,,
3-13,province,江苏,,,,,,,
3-13,city,广东,深圳,,,,,,
3-13,city,广东,广州,,,,,,
3-13,city,广东,珠海,,,,,,
3-13,city,广东,佛山,,1,,,,
3-13,city,广东,东莞,,,,,,
3-13,city,广东,中山,,,,,,
