states_name,date,ConfirmedCases,Fatalities
KS,20200602,8851 ,270 
KS,20200603,8916 ,272 
KS,20200604,8978 ,275 
KS,20200605,9036 ,278 
KS,20200606,9092 ,280 
KS,20200607,9145 ,282 
KS,20200608,9195 ,284 
KS,20200609,9242 ,286 
KS,20200610,9287 ,288 
KS,20200611,9329 ,290 
KS,20200612,9369 ,292 
KS,20200613,9406 ,293 
KS,20200614,9442 ,295 
KS,20200615,9475 ,297 
KS,20200616,9506 ,298 
KS,20200617,9536 ,299 
KS,20200618,9563 ,300 
KS,20200619,9589 ,302 
KS,20200620,9614 ,303 
KS,20200621,9637 ,304 
KS,20200622,9658 ,305 
KS,20200623,9678 ,306 
KS,20200624,9697 ,307 
KS,20200625,9714 ,308 
KS,20200626,9730 ,308 
KS,20200627,9746 ,309 
KS,20200628,9760 ,309 
KS,20200629,9773 ,310 
KS,20200630,9785 ,311 
KY,20200510,6826 ,421 
KY,20200511,7076 ,454 
KY,20200512,7317 ,488 
KY,20200513,7546 ,522 
KY,20200514,7765 ,557 
KY,20200515,7971 ,593 
KY,20200516,8165 ,629 
KY,20200517,8348 ,666 
KY,20200518,8519 ,703 
KY,20200519,8678 ,740 
KY,20200520,8825 ,777 
KY,20200521,8961 ,814 
KY,20200522,9085 ,850 
KY,20200523,9200 ,886 
KY,20200524,9305 ,922 
KY,20200525,9402 ,957 
KY,20200526,9491 ,991 
KY,20200527,9570 ,1025 
KY,20200528,9642 ,1058 
KY,20200529,9707 ,1090 
KY,20200530,9765 ,1122 
KY,20200531,9817 ,1152 
KY,20200601,9865 ,1181 
KY,20200602,9907 ,1209 
KY,20200603,9945 ,1236 
KY,20200604,9978 ,1262 
KY,20200605,10008 ,1288 
KY,20200606,10034 ,1312 
KY,20200607,10057 ,1335 
KY,20200608,10078 ,1357 
KY,20200609,10096 ,1377 
KY,20200610,10112 ,1397 
KY,20200611,10126 ,1416 
KY,20200612,10139 ,1434 
KY,20200613,10149 ,1452 
KY,20200614,10158 ,1468 
KY,20200615,10167 ,1483 
KY,20200616,10174 ,1497 
KY,20200617,10181 ,1511 
KY,20200618,10186 ,1524 
KY,20200619,10191 ,1536 
KY,20200620,10195 ,1547 
KY,20200621,10198 ,1558 
KY,20200622,10201 ,1569 
KY,20200623,10204 ,1578 
KY,20200624,10206 ,1587 
KY,20200625,10208 ,1595 
KY,20200626,10210 ,1603 
KY,20200627,10212 ,1610 
KY,20200628,10213 ,1617 
KY,20200629,10214 ,1624 
KY,20200630,10215 ,1630 
LA,20200510,40060 ,3789 
LA,20200511,42070 ,4173 
LA,20200512,44013 ,4576 
LA,20200513,45882 ,4997 
LA,20200514,47669 ,5434 
LA,20200515,49369 ,5886 
LA,20200516,50976 ,6351 
LA,20200517,52491 ,6827 
LA,20200518,53910 ,7312 
LA,20200519,55234 ,7804 
LA,20200520,56462 ,8301 
LA,20200521,57596 ,8802 
LA,20200522,58640 ,9303 
LA,20200523,59600 ,9804 
LA,20200524,60477 ,10301 
LA,20200525,61275 ,10795 
LA,20200526,61997 ,11282 
LA,20200527,62650 ,11762 
LA,20200528,63239 ,12233 
LA,20200529,63770 ,12694 
LA,20200530,64245 ,13143 
LA,20200531,64669 ,13581 
LA,20200601,65046 ,14006 
LA,20200602,65381 ,14417 
LA,20200603,65679 ,14814 
LA,20200604,65943 ,15197 
LA,20200605,66176 ,15565 
LA,20200606,66381 ,15918 
LA,20200607,66560 ,16257 
LA,20200608,66717 ,16580 
LA,20200609,66855 ,16889 
LA,20200610,66976 ,17183 
LA,20200611,67082 ,17463 
LA,20200612,67174 ,17728 
LA,20200613,67254 ,17980 
LA,20200614,67322 ,18219 
LA,20200615,67382 ,18446 
LA,20200616,67434 ,18659 
LA,20200617,67479 ,18861 
LA,20200618,67518 ,19050 
LA,20200619,67552 ,19229 
LA,20200620,67581 ,19398 
LA,20200621,67605 ,19557 
LA,20200622,67626 ,19706 
LA,20200623,67644 ,19846 
LA,20200624,67660 ,19977 
LA,20200625,67674 ,20100 
LA,20200626,67686 ,20215 
LA,20200627,67695 ,20322 
LA,20200628,67704 ,20424 
LA,20200629,67711 ,20518 
LA,20200630,67717 ,20607 
MA,20200510,77052 ,4934 
MA,20200511,78110 ,5048 
MA,20200512,79109 ,5155 
MA,20200513,80049 ,5260 
MA,20200514,80932 ,5359 
MA,20200515,81762 ,5453 
MA,20200516,82539 ,5543 
MA,20200517,83266 ,5628 
MA,20200518,83946 ,5709 
MA,20200519,84580 ,5786 
MA,20200520,85170 ,5858 
MA,20200521,85720 ,5927 
MA,20200522,86230 ,5992 
MA,20200523,86704 ,6052 
MA,20200524,87143 ,6110 
MA,20200525,87550 ,6163 
MA,20200526,87926 ,6213 
MA,20200527,88273 ,6260 
MA,20200528,88593 ,6304 
MA,20200529,88888 ,6345 
MA,20200530,89160 ,6382 
MA,20200531,89409 ,6418 
MA,20200601,89639 ,6451 
MA,20200602,89849 ,6481 
MA,20200603,90042 ,6510 
MA,20200604,90218 ,6536 
MA,20200605,90380 ,6560 
MA,20200606,90527 ,6582 
MA,20200607,90662 ,6603 
MA,20200608,90785 ,6622 
MA,20200609,90897 ,6640 
MA,20200610,90999 ,6656 
MA,20200611,91092 ,6671 
MA,20200612,91176 ,6684 
MA,20200613,91253 ,6697 
MA,20200614,91322 ,6708 
MA,20200615,91385 ,6719 
MA,20200616,91442 ,6728 
MA,20200617,91494 ,6737 
MA,20200618,91541 ,6745 
MA,20200619,91583 ,6752 
MA,20200620,91621 ,6759 
MA,20200621,91656 ,6765 
MA,20200622,91687 ,6770 
MA,20200623,91715 ,6776 
MA,20200624,91740 ,6780 
MA,20200625,91763 ,6784 
MA,20200626,91783 ,6788 
MA,20200627,91802 ,6791 
MA,20200628,91818 ,6795 
MA,20200629,91833 ,6797 
MA,20200630,91846 ,6800 
MD,20200510,31885 ,1690 
MD,20200511,32739 ,1747 
MD,20200512,33576 ,1803 
MD,20200513,34395 ,1861 
MD,20200514,35195 ,1913 
MD,20200515,35975 ,1971 
MD,20200516,36735 ,2021 
MD,20200517,37473 ,2075 
MD,20200518,38191 ,2127 
MD,20200519,38887 ,2176 
MD,20200520,39560 ,2226 
MD,20200521,40212 ,2273 
MD,20200522,40842 ,2320 
MD,20200523,41449 ,2366 
MD,20200524,42034 ,2407 
MD,20200525,42597 ,2452 
MD,20200526,43138 ,2492 
MD,20200527,43658 ,2532 
MD,20200528,44156 ,2572 
MD,20200529,44633 ,2607 
MD,20200530,45089 ,2645 
MD,20200531,45525 ,2678 
MD,20200601,45942 ,2711 
MD,20200602,46339 ,2744 
MD,20200603,46717 ,2773 
MD,20200604,47076 ,2804 
MD,20200605,47419 ,2831 
MD,20200606,47743 ,2857 
MD,20200607,48052 ,2885 
MD,20200608,48344 ,2905 
MD,20200609,48620 ,2932 
MD,20200610,48882 ,2952 
MD,20200611,49129 ,2973 
MD,20200612,49363 ,2995 
MD,20200613,49583 ,3012 
MD,20200614,49791 ,3031 
MD,20200615,49987 ,3048 
MD,20200616,50171 ,3063 
MD,20200617,50344 ,3080 
MD,20200618,50507 ,3091 
MD,20200619,50659 ,3107 
MD,20200620,50802 ,3120 
MD,20200621,50937 ,3131 
MD,20200622,51062 ,3144 
MD,20200623,51180 ,3153 
MD,20200624,51290 ,3165 
MD,20200625,51393 ,3172 
MD,20200626,51489 ,3181 
MD,20200627,51578 ,3191 
MD,20200628,51662 ,3196 
MD,20200629,51739 ,3205 
MD,20200630,51812 ,3212 
ME,20200510,1360 ,67 
ME,20200511,1374 ,67 
ME,20200512,1388 ,69 
ME,20200513,1401 ,70 
ME,20200514,1413 ,70 
ME,20200515,1424 ,71 
ME,20200516,1434 ,72 
ME,20200517,1444 ,73 
ME,20200518,1453 ,74 
ME,20200519,1462 ,74 
ME,20200520,1469 ,75 
ME,20200521,1477 ,75 
ME,20200522,1483 ,76 
ME,20200523,1490 ,77 
ME,20200524,1495 ,77 
ME,20200525,1501 ,77 
ME,20200526,1506 ,78 
ME,20200527,1510 ,78 
ME,20200528,1514 ,79 
ME,20200529,1518 ,79 
ME,20200530,1521 ,79 
ME,20200531,1525 ,79 
ME,20200601,1528 ,80 
ME,20200602,1530 ,80 
ME,20200603,1533 ,80 
ME,20200604,1535 ,80 
ME,20200605,1537 ,80 
ME,20200606,1539 ,81 
ME,20200607,1541 ,81 
ME,20200608,1542 ,81 
ME,20200609,1544 ,81 
ME,20200610,1545 ,81 
ME,20200611,1546 ,81 
ME,20200612,1547 ,81 
ME,20200613,1548 ,81 
ME,20200614,1549 ,82 
ME,20200615,1550 ,82 
ME,20200616,1551 ,82 
ME,20200617,1551 ,82 
ME,20200618,1552 ,82 
ME,20200619,1552 ,82 
ME,20200620,1553 ,82 
ME,20200621,1553 ,82 
ME,20200622,1554 ,82 
ME,20200623,1554 ,82 
ME,20200624,1554 ,82 
ME,20200625,1555 ,82 
ME,20200626,1555 ,82 
ME,20200627,1555 ,82 
ME,20200628,1555 ,82 
ME,20200629,1555 ,82 
ME,20200630,1556 ,82 
MI,20200510,50603 ,5923 
MI,20200511,51503 ,6253 
MI,20200512,52327 ,6584 
MI,20200513,53080 ,6913 
MI,20200514,53767 ,7239 
MI,20200515,54391 ,7562 
MI,20200516,54954 ,7881 
MI,20200517,55460 ,8194 
MI,20200518,55913 ,8502 
MI,20200519,56319 ,8802 
MI,20200520,56683 ,9095 
MI,20200521,57007 ,9379 
MI,20200522,57295 ,9655 
MI,20200523,57549 ,9923 
MI,20200524,57773 ,10181 
MI,20200525,57970 ,10430 
MI,20200526,58143 ,10668 
MI,20200527,58297 ,10897 
MI,20200528,58431 ,11117 
MI,20200529,58549 ,11326 
MI,20200530,58651 ,11527 
MI,20200531,58739 ,11718 
MI,20200601,58815 ,11899 
MI,20200602,58882 ,12072 
MI,20200603,58941 ,12235 
MI,20200604,58992 ,12390 
MI,20200605,59036 ,12536 
MI,20200606,59074 ,12675 
MI,20200607,59106 ,12806 
MI,20200608,59133 ,12930 
MI,20200609,59156 ,13047 
MI,20200610,59176 ,13157 
MI,20200611,59195 ,13260 
MI,20200612,59210 ,13356 
MI,20200613,59224 ,13447 
MI,20200614,59235 ,13532 
MI,20200615,59244 ,13613 
MI,20200616,59252 ,13689 
MI,20200617,59259 ,13760 
MI,20200618,59264 ,13826 
MI,20200619,59269 ,13888 
MI,20200620,59274 ,13945 
MI,20200621,59278 ,13999 
MI,20200622,59281 ,14049 
MI,20200623,59284 ,14096 
MI,20200624,59286 ,14140 
MI,20200625,59288 ,14183 
MI,20200626,59289 ,14222 
MI,20200627,59290 ,14259 
MI,20200628,59291 ,14293 
MI,20200629,59292 ,14324 
MI,20200630,59293 ,14352 
MN,20200510,10624 ,639 
MN,20200511,11208 ,679 
MN,20200512,11809 ,721 
MN,20200513,12423 ,763 
MN,20200514,13052 ,807 
MN,20200515,13694 ,853 
MN,20200516,14349 ,900 
MN,20200517,15016 ,948 
MN,20200518,15695 ,998 
MN,20200519,16383 ,1047 
MN,20200520,17082 ,1100 
MN,20200521,17790 ,1151 
MN,20200522,18505 ,1206 
MN,20200523,19228 ,1260 
MN,20200524,19957 ,1315 
MN,20200525,20692 ,1371 
MN,20200526,21432 ,1428 
MN,20200527,22175 ,1486 
MN,20200528,22921 ,1544 
MN,20200529,23669 ,1602 
MN,20200530,24419 ,1662 
MN,20200531,25168 ,1720 
MN,20200601,25917 ,1781 
MN,20200602,26665 ,1841 
MN,20200603,27410 ,1901 
MN,20200604,28152 ,1962 
MN,20200605,28891 ,2022 
MN,20200606,29625 ,2083 
MN,20200607,30354 ,2143 
MN,20200608,31077 ,2203 
MN,20200609,31793 ,2264 
MN,20200610,32501 ,2323 
MN,20200611,33202 ,2383 
MN,20200612,33895 ,2442 
MN,20200613,34578 ,2500 
MN,20200614,35252 ,2559 
MN,20200615,35915 ,2615 
MN,20200616,36569 ,2673 
MN,20200617,37211 ,2729 
MN,20200618,37842 ,2784 
MN,20200619,38461 ,2840 
MN,20200620,39068 ,2893 
MN,20200621,39664 ,2947 
MN,20200622,40246 ,2999 
MN,20200623,40816 ,3050 
MN,20200624,41373 ,3101 
MN,20200625,41917 ,3150 
MN,20200626,42448 ,3200 
MN,20200627,42965 ,3247 
MN,20200628,43469 ,3293 
MN,20200629,43960 ,3339 
MN,20200630,44438 ,3383 
MO,20200510,9794 ,469 
MO,20200511,9947 ,482 
MO,20200512,10093 ,494 
MO,20200513,10232 ,506 
MO,20200514,10364 ,518 
MO,20200515,10490 ,529 
MO,20200516,10609 ,540 
MO,20200517,10721 ,550 
MO,20200518,10827 ,560 
MO,20200519,10927 ,570 
MO,20200520,11022 ,579 
MO,20200521,11111 ,588 
MO,20200522,11194 ,597 
MO,20200523,11273 ,605 
MO,20200524,11346 ,613 
MO,20200525,11415 ,620 
MO,20200526,11479 ,627 
MO,20200527,11540 ,634 
MO,20200528,11596 ,640 
MO,20200529,11648 ,646 
MO,20200530,11697 ,652 
MO,20200531,11742 ,657 
MO,20200601,11784 ,662 
MO,20200602,11823 ,667 
MO,20200603,11860 ,671 
MO,20200604,11893 ,676 
MO,20200605,11925 ,680 
MO,20200606,11953 ,683 
MO,20200607,11980 ,687 
MO,20200608,12004 ,690 
MO,20200609,12027 ,693 
MO,20200610,12048 ,696 
MO,20200611,12067 ,699 
MO,20200612,12085 ,701 
MO,20200613,12101 ,704 
MO,20200614,12116 ,706 
MO,20200615,12130 ,708 
MO,20200616,12142 ,710 
MO,20200617,12154 ,711 
MO,20200618,12164 ,713 
MO,20200619,12174 ,715 
MO,20200620,12183 ,716 
MO,20200621,12191 ,717 
MO,20200622,12198 ,718 
MO,20200623,12205 ,720 
MO,20200624,12211 ,721 
MO,20200625,12217 ,722 
MO,20200626,12222 ,723 
MO,20200627,12226 ,723 
MO,20200628,12230 ,724 
MO,20200629,12234 ,725 
MO,20200630,12238 ,725 
MP,20200510,16 ,0 
MP,20200511,17 ,0 
MP,20200512,17 ,0 
MP,20200513,17 ,0 
MP,20200514,17 ,0 
MP,20200515,17 ,0 
MP,20200516,18 ,0 
MP,20200517,18 ,0 
MP,20200518,18 ,0 
MP,20200519,18 ,0 
MP,20200520,18 ,0 
MP,20200521,19 ,0 
MP,20200522,19 ,0 
MP,20200523,19 ,0 
MP,20200524,19 ,0 
MP,20200525,19 ,0 
MP,20200526,19 ,0 
MP,20200527,19 ,0 
MP,20200528,20 ,0 
MP,20200529,20 ,0 
MP,20200530,20 ,0 
MP,20200531,20 ,0 
MP,20200601,20 ,0 
MP,20200602,20 ,0 
MP,20200603,20 ,0 
MP,20200604,20 ,0 
MP,20200605,20 ,0 
MP,20200606,20 ,0 
MP,20200607,21 ,0 
MP,20200608,21 ,0 
MP,20200609,21 ,0 
MP,20200610,21 ,0 
MP,20200611,21 ,0 
MP,20200612,21 ,0 
MP,20200613,21 ,0 
MP,20200614,21 ,0 
MP,20200615,21 ,0 
MP,20200616,21 ,0 
MP,20200617,21 ,0 
MP,20200618,21 ,0 
MP,20200619,21 ,0 
MP,20200620,21 ,0 
MP,20200621,21 ,0 
MP,20200622,21 ,0 
MP,20200623,21 ,0 
MP,20200624,21 ,0 
MP,20200625,21 ,0 
MP,20200626,21 ,0 
MP,20200627,21 ,0 
MP,20200628,21 ,0 
MP,20200629,21 ,0 
MP,20200630,21 ,0 
MS,20200510,9427 ,432 
MS,20200511,9638 ,448 
MS,20200512,9842 ,463 
MS,20200513,10040 ,477 
MS,20200514,10231 ,492 
MS,20200515,10415 ,506 
MS,20200516,10592 ,520 
MS,20200517,10763 ,533 
MS,20200518,10927 ,546 
MS,20200519,11084 ,560 
MS,20200520,11234 ,572 
MS,20200521,11378 ,584 
MS,20200522,11516 ,597 
MS,20200523,11647 ,607 
MS,20200524,11772 ,619 
MS,20200525,11892 ,630 
MS,20200526,12005 ,640 
MS,20200527,12112 ,650 
MS,20200528,12214 ,660 
MS,20200529,12311 ,669 
MS,20200530,12403 ,678 
MS,20200531,12489 ,686 
MS,20200601,12571 ,695 
MS,20200602,12648 ,702 
MS,20200603,12721 ,710 
MS,20200604,12790 ,717 
MS,20200605,12854 ,724 
MS,20200606,12915 ,731 
MS,20200607,12972 ,736 
MS,20200608,13025 ,743 
MS,20200609,13075 ,748 
MS,20200610,13122 ,753 
MS,20200611,13166 ,759 
MS,20200612,13207 ,763 
MS,20200613,13245 ,768 
MS,20200614,13281 ,772 
MS,20200615,13314 ,776 
MS,20200616,13346 ,780 
MS,20200617,13375 ,783 
MS,20200618,13402 ,787 
MS,20200619,13427 ,790 
MS,20200620,13450 ,792 
MS,20200621,13472 ,796 
MS,20200622,13492 ,798 
MS,20200623,13510 ,801 
MS,20200624,13528 ,803 
MS,20200625,13544 ,805 
MS,20200626,13558 ,807 
MS,20200627,13572 ,809 
MS,20200628,13585 ,810 
MS,20200629,13596 ,812 
MS,20200630,13607 ,813 
MT,20200510,577 ,23 
MT,20200511,603 ,25 
MT,20200512,629 ,26 
MT,20200513,655 ,28 
MT,20200514,681 ,30 
MT,20200515,707 ,32 
MT,20200516,733 ,33 
MT,20200517,759 ,35 
MT,20200518,785 ,37 
MT,20200519,811 ,39 
MT,20200520,835 ,42 
MT,20200521,860 ,44 
MT,20200522,885 ,46 
MT,20200523,909 ,48 
MT,20200524,933 ,50 
MT,20200525,956 ,53 
MT,20200526,979 ,55 
MT,20200527,1001 ,57 
MT,20200528,1022 ,60 
MT,20200529,1043 ,62 
MT,20200530,1064 ,64 
MT,20200531,1084 ,67 
MT,20200601,1103 ,69 
MT,20200602,1121 ,72 
MT,20200603,1139 ,74 
MT,20200604,1156 ,76 
MT,20200605,1173 ,79 
MT,20200606,1189 ,81 
MT,20200607,1205 ,83 
MT,20200608,1219 ,86 
MT,20200609,1233 ,88 
MT,20200610,1246 ,90 
MT,20200611,1259 ,93 
MT,20200612,1272 ,95 
MT,20200613,1283 ,97 
MT,20200614,1294 ,99 
MT,20200615,1305 ,101 
MT,20200616,1314 ,103 
MT,20200617,1324 ,105 
MT,20200618,1332 ,107 
MT,20200619,1341 ,109 
MT,20200620,1349 ,111 
MT,20200621,1357 ,113 
MT,20200622,1363 ,115 
MT,20200623,1370 ,117 
MT,20200624,1376 ,118 
MT,20200625,1381 ,120 
MT,20200626,1387 ,122 
MT,20200627,1392 ,123 
MT,20200628,1397 ,125 
MT,20200629,1402 ,126 
MT,20200630,1405 ,127 
NC,20200510,15436 ,716 
NC,20200511,15898 ,769 
NC,20200512,16333 ,823 
NC,20200513,16740 ,878 
NC,20200514,17119 ,934 
NC,20200515,17471 ,990 
NC,20200516,17796 ,1047 
NC,20200517,18094 ,1103 
NC,20200518,18367 ,1160 
NC,20200519,18615 ,1216 
NC,20200520,18841 ,1271 
NC,20200521,19048 ,1326 
NC,20200522,19236 ,1380 
NC,20200523,19405 ,1433 
NC,20200524,19557 ,1485 
NC,20200525,19692 ,1535 
NC,20200526,19812 ,1585 
NC,20200527,19918 ,1633 
NC,20200528,20012 ,1680 
NC,20200529,20098 ,1724 
NC,20200530,20175 ,1767 
NC,20200531,20242 ,1808 
NC,20200601,20301 ,1848 
NC,20200602,20352 ,1887 
NC,20200603,20396 ,1924 
NC,20200604,20435 ,1959 
NC,20200605,20469 ,1992 
NC,20200606,20500 ,2024 
NC,20200607,20527 ,2054 
NC,20200608,20551 ,2082 
NC,20200609,20570 ,2109 
NC,20200610,20587 ,2135 
NC,20200611,20602 ,2160 
NC,20200612,20614 ,2183 
NC,20200613,20626 ,2205 
NC,20200614,20636 ,2225 
NC,20200615,20645 ,2244 
NC,20200616,20652 ,2262 
NC,20200617,20658 ,2279 
NC,20200618,20663 ,2296 
NC,20200619,20667 ,2311 
NC,20200620,20671 ,2325 
NC,20200621,20674 ,2339 
NC,20200622,20677 ,2351 
NC,20200623,20680 ,2362 
NC,20200624,20682 ,2373 
NC,20200625,20684 ,2383 
NC,20200626,20686 ,2392 
NC,20200627,20687 ,2402 
NC,20200628,20688 ,2411 
NC,20200629,20688 ,2419 
NC,20200630,20689 ,2426 
ND,20200510,1510 ,36 
ND,20200511,1554 ,37 
ND,20200512,1597 ,38 
ND,20200513,1639 ,40 
ND,20200514,1681 ,41 
ND,20200515,1721 ,43 
ND,20200516,1761 ,44 
ND,20200517,1800 ,46 
ND,20200518,1838 ,47 
ND,20200519,1876 ,48 
ND,20200520,1912 ,50 
ND,20200521,1947 ,51 
ND,20200522,1981 ,53 
ND,20200523,2014 ,54 
ND,20200524,2046 ,55 
ND,20200525,2077 ,56 
ND,20200526,2107 ,58 
ND,20200527,2136 ,59 
ND,20200528,2164 ,60 
ND,20200529,2191 ,61 
ND,20200530,2216 ,62 
ND,20200531,2241 ,63 
ND,20200601,2265 ,64 
ND,20200602,2288 ,65 
ND,20200603,2310 ,66 
ND,20200604,2331 ,67 
ND,20200605,2351 ,68 
ND,20200606,2370 ,69 
ND,20200607,2388 ,70 
ND,20200608,2405 ,71 
ND,20200609,2422 ,72 
ND,20200610,2438 ,72 
ND,20200611,2453 ,73 
ND,20200612,2467 ,74 
ND,20200613,2480 ,75 
ND,20200614,2493 ,75 
ND,20200615,2505 ,76 
ND,20200616,2517 ,77 
ND,20200617,2528 ,77 
ND,20200618,2538 ,78 
ND,20200619,2548 ,78 
ND,20200620,2557 ,79 
ND,20200621,2565 ,79 
ND,20200622,2573 ,80 
ND,20200623,2581 ,80 
ND,20200624,2588 ,80 
ND,20200625,2595 ,81 
ND,20200626,2601 ,81 
ND,20200627,2607 ,82 
ND,20200628,2613 ,82 
ND,20200629,2618 ,82 
ND,20200630,2623 ,82 
NE,20200510,8280 ,127 
NE,20200511,8835 ,139 
NE,20200512,9411 ,151 
NE,20200513,10008 ,164 
NE,20200514,10623 ,177 
NE,20200515,11256 ,192 
NE,20200516,11909 ,207 
NE,20200517,12579 ,223 
NE,20200518,13268 ,240 
NE,20200519,13972 ,258 
NE,20200520,14690 ,277 
NE,20200521,15422 ,297 
NE,20200522,16167 ,317 
NE,20200523,16924 ,338 
NE,20200524,17694 ,361 
NE,20200525,18472 ,384 
NE,20200526,19257 ,408 
NE,20200527,20049 ,432 
NE,20200528,20848 ,458 
NE,20200529,21652 ,484 
NE,20200530,22460 ,512 
NE,20200531,23269 ,540 
NE,20200601,24078 ,568 
NE,20200602,24887 ,598 
NE,20200603,25694 ,628 
NE,20200604,26499 ,659 
NE,20200605,27300 ,690 
NE,20200606,28097 ,722 
NE,20200607,28886 ,755 
NE,20200608,29667 ,788 
NE,20200609,30439 ,822 
NE,20200610,31204 ,856 
NE,20200611,31958 ,890 
NE,20200612,32702 ,925 
NE,20200613,33433 ,960 
NE,20200614,34151 ,996 
NE,20200615,34855 ,1031 
NE,20200616,35546 ,1067 
NE,20200617,36222 ,1103 
NE,20200618,36884 ,1139 
NE,20200619,37531 ,1175 
NE,20200620,38161 ,1211 
NE,20200621,38774 ,1247 
NE,20200622,39371 ,1283 
NE,20200623,39951 ,1319 
NE,20200624,40515 ,1355 
NE,20200625,41062 ,1390 
NE,20200626,41592 ,1425 
NE,20200627,42104 ,1460 
NE,20200628,42599 ,1495 
NE,20200629,43077 ,1529 
NE,20200630,43538 ,1563 
NH,20200510,3017 ,126 
NH,20200511,3091 ,132 
NH,20200512,3162 ,137 
NH,20200513,3231 ,144 
NH,20200514,3296 ,149 
NH,20200515,3357 ,155 
NH,20200516,3416 ,161 
NH,20200517,3471 ,167 
NH,20200518,3524 ,173 
NH,20200519,3573 ,178 
NH,20200520,3619 ,184 
NH,20200521,3662 ,189 
NH,20200522,3703 ,195 
NH,20200523,3740 ,200 
NH,20200524,3776 ,205 
NH,20200525,3808 ,210 
NH,20200526,3838 ,215 
NH,20200527,3866 ,220 
NH,20200528,3892 ,224 
NH,20200529,3916 ,229 
NH,20200530,3938 ,233 
NH,20200531,3958 ,237 
NH,20200601,3976 ,241 
NH,20200602,3993 ,244 
NH,20200603,4008 ,248 
NH,20200604,4022 ,252 
NH,20200605,4035 ,255 
NH,20200606,4047 ,258 
NH,20200607,4057 ,261 
NH,20200608,4067 ,264 
NH,20200609,4075 ,266 
NH,20200610,4083 ,269 
NH,20200611,4090 ,272 
NH,20200612,4097 ,274 
NH,20200613,4102 ,276 
NH,20200614,4107 ,278 
NH,20200615,4112 ,280 
NH,20200616,4116 ,282 
NH,20200617,4120 ,284 
NH,20200618,4123 ,285 
NH,20200619,4126 ,287 
NH,20200620,4129 ,288 
NH,20200621,4131 ,290 
NH,20200622,4133 ,291 
NH,20200623,4135 ,292 
NH,20200624,4136 ,293 
NH,20200625,4138 ,294 
NH,20200626,4139 ,296 
NH,20200627,4140 ,296 
NH,20200628,4141 ,297 
NH,20200629,4142 ,298 
NH,20200630,4143 ,299 
NJ,20200510,137762 ,9243 
NJ,20200511,138855 ,9391 
NJ,20200512,139851 ,9527 
NJ,20200513,140756 ,9653 
NJ,20200514,141578 ,9772 
NJ,20200515,142323 ,9880 
NJ,20200516,142997 ,9981 
NJ,20200517,143605 ,10072 
NJ,20200518,144153 ,10158 
NJ,20200519,144646 ,10234 
NJ,20200520,145089 ,10306 
NJ,20200521,145486 ,10371 
NJ,20200522,145841 ,10429 
NJ,20200523,146160 ,10484 
NJ,20200524,146444 ,10531 
NJ,20200525,146697 ,10577 
NJ,20200526,146922 ,10614 
NJ,20200527,147123 ,10652 
NJ,20200528,147301 ,10684 
NJ,20200529,147459 ,10713 
