date,states_name,ConfirmedCases,Fatalities
20200728,KY,17474,671
20200729,KY,17500,671
20200730,KY,17524,674
20200731,KY,17547,674
20200801,KY,17568,677
20200802,KY,17587,676
20200803,KY,17606,679
20200804,KY,17623,679
20200805,KY,17639,679
20200806,KY,17653,681
20200807,KY,17667,681
20200808,KY,17680,683
20200809,KY,17692,683
20200810,KY,17703,685
20200811,KY,17713,683
20200812,KY,17723,687
20200813,KY,17732,684
20200814,KY,17740,686
20200815,KY,17747,686
20200816,KY,17754,687
20200817,KY,17761,687
20200818,KY,17767,688
20200819,KY,17772,688
20200820,KY,17777,688
20200821,KY,17782,690
20200822,KY,17787,687
20200823,KY,17791,690
20200824,KY,17794,688
